Image,Name,Personality Traits
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMzBjY2U1NzEtZmU0MC00MTc0LTg0NWQtODRhYmZiYWU5NDEyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR34,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Sonnalli Seygall,"Sonnalli Seygall is an Indian actress whose film-debut was the 2011 Pyaar Ka Punchnama, directed by Luv Ranjan.[1] She played Rhea opposite Rayo Bakhirta playing Vikrant Chaudhary. Sonnalli was also seen in Pyaar Ka Punchnama 2 and Wedding Pullav , both releasing on the same day (16 October).[2]She was recently seen in an advertisement with Salman Khan for Thums-Up.[3]She was a ramp model before she decided to try her luck at the Miss India Worldwide competition.[4]She has featured in music videos for Atif Aslam (Tips), Prem, a Canadian singer (Times) and Dr. Zeus (Studio One). Having done anchoring at live events for Reebok, Castrol, Indiatimes, Filmfare, Times of India and Dadagiri (reality show), she has also performed at the Indian Embassy in Russia.[5]Sonnalli also played lead role in Jai Mummy Di, a romantic comedy starring Sunny Singh, Supriya Pathak, & Poonam Dillon, directed by Navjot Gulati. The film was released on 17 January 2020.[6]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMDIzMGJhMGQtNDM1ZC00ZDYyLWFjMzktMDY5YzIzNGU4YzM0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Sneha Ullal,"Sneha Ullal is an Indian–Omani film actress who has appeared in Tollywood and Bollywood films.[2] She is best known for her role in the Telugu films Ullasamga Utsahamga, Simha and Hindi film Lucky: No Time for Love.[3],[4],[5],[6]Sneha Ullal was born in Muscat, Oman  to a Tulu-speaking father from Mangalore and a Sindhi mother.[7][8] She studied at Indian School Wadi Kabir and Indian School, Salalah in Oman. Later she moved to Mumbai with her mother and attended Durelo Convent High School and studied at Vartak College.She lives in Delhi.Ullal made her movie debut in the 2005 Hindi movie Lucky: No Time for Love opposite Salman Khan. After the movie, she was noted for her striking similarities in appearance with Aishwarya Rai.[9] She later said that although the comparison didn't help her as an actor, it gave her a lot of recognition.[10] Ullal then appeared with Khan's brother Sohail Khan in Aryan, which did not do well at the box office.Fearing that she was too young and needed to be more mature to work in movies, she took a break from Bollywood.[10] She made her debut in Telugu movies with Ullasamga Utsahamga, which turned out to be a huge hit. Nenu Meeku Telusa...? was her second Telugu release. It was followed by an appearance in the song Nuvvu ready in the Telugu movie King opposite Nagarjuna."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BODZkMDk4MDItMTZhOS00ODA4LWJjMTMtYjE0NDhhOTdlZjc3XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Bhoomika Chawla,"Bhumika Chawla (born Rachna Chawla on 21 August 1978[1]) is an Indian actress and a former model.[2] She made her film debut in the Telugu film Yuvakudu (2000) and has since then worked in various Indian film industries and appeared in over thirty films in Telugu, Tamil, Hindi, Malayalam, Kannada, Bhojpuri, and Punjabi. Her notable performances include  Badri (2001) ,  Kushi (2001) , Okkadu (2003) , Tere Naam (2003) , Missamma (2003) , Sillunu Oru Kaadhal (2006) , Gandhi, My Father (2007) , Anasuya (2007) and  Buddy (2013).Chawla was born in a Punjabi family in New Delhi, India and completed her schooling there. Her father was an Army officer. Bhumika has two siblings, an elder brother and sister.She moved to Mumbai in 1997 and started her career with Ad films and Hindi music video albums. She appeared in the Zee TV series Hip Hip Hurray.Chawla started off her film career in the Telugu film industry, starring in the feature film Yuvakudu (2000) alongside actor Sumanth. Her second release, Kushi (2001), in which she starred opposite Pawan Kalyan was a box office success, winning her the Filmfare Award for Best Actress – Telugu following which she acted in several films in Telugu, including Okkadu (2003) opposite Mahesh Babu and Simhadri (2003) opposite Jr. NTR, which became two of the year's highest grossers in Telugu.[3] Meanwhile, she made her debut in the Tamil film industry as well, starring in the film Badri (2001) opposite actor Vijay, which was followed by her second Tamil film Roja Kootam (2002). Her performance in Missamma (2003), as a businesswoman with cancer, was applauded. She was nominated for the FilmfareAward for Best Actress – Telugu and won the Nandi Award for Best Actress."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BNTI0MjAyMDExNV5BMl5BanBnXkFtZTgwMTE5ODEzOTE@._V1_UY209_CR2,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Lisa Haydon,"Elisabeth Marie ""Lisa"" Haydon (born 17 June 1986) is an Australian actress, TV presenter and model, of Indian descent who mainly appears in Hindi films. Haydon made her acting debut with a supporting role in the 2010 romantic comedy Aisha and received critical praise for her performance in the comedy-drama Queen, which garnered wide recognition and a Best Supporting Actress nomination at Filmfare, among other accolades. Haydon later starred in the commercially successful romantic comedy Housefull 3 (2016) and had a brief role in the Karan Johar-directed romantic drama Ae Dil Hai Mushkil (2016).She is a model in India and internationally. She appears on several popular Magazine covers such as harpers bazaar Grazia (India), Cosmopolitan (magazine), Elle (India), Verve, Vogue India, Femina (India), FHM (magazine), Hello! (magazine), and L'Officiel.Elisabeth Marie Haydon was born in Chennai, India[1] to a Tamil father and  Australian mother.[2] Her sister is model turned DJ Malika Haydon, one half of the DJ duo Nina & Malika, but before DJing, she filmed in two item numbers Steal The Night (I'll Do the Talking Tonight) and Pyaar ki Pungi in film Agent Vinod (2012 film)[3] Haydon lived in Australia and the United States, before moving back to India in 2007.[4]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMjI2OTk0NDQ0N15BMl5BanBnXkFtZTgwMDkxMTIzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Zareen Khan,"Zareen Khan (born 14 May 1987), also known as Zarine Khan,[1][2] is an Indian actress and model who mainly works in the Hindi film industry, though has also appeared in Punjabi films.Zareen Khan made her screen debut with a leading role in the 2010 Anil Sharma's period film Veer co-starring with Salman Khan for which she was nominated for the Zee Cine Award for Best Female Debut.[1] Khan garnered recognition from her item number ""Character Dheela"" in Ready, which was one of the highest-grossing Bollywood films of 2011. Khan earned commercial success in Bollywood with Sajid Khan's Housefull 2. The following year, Khan made her Tamil debut in the Tamil film Naan Rajavaga Pogiren, in which she did an item number in the song ""Malgove"".She achieved further success for her leading role in the 2014 romantic thriller Punjabi film Jatt James Bond, a box office success and followed it with a leading role in the highly successful Vishal Pandya's film Hate Story 3.[3] In 2019, she made her Telugu debut with the action thriller film Chanakya.[4]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTg2NDMyNDM5NF5BMl5BanBnXkFtZTgwNzgwMDMzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Neha Sharma,"Neha Sharma (pronounced [nɛːɦaː ʃrmaː]; born 21 November 1987) is an Indian actress and model.[2] A native of Bihar, Sharma attended the Mount Carmel School in Bhagalpur and pursued a course in fashion design[3] from the National Institute of Fashion Technology (NIFT) in New Delhi.[4]Sharma's first role was in the Telugu film Chirutha, released on September 28, 2007. Her first Hindi film was Crook directed by Mohit Suri, released on October 8, 2010.[5] Sharma made a cameo appearance in the 2012 romantic comedy film Teri Meri Kahaani directed by Kunal Kohli. She was highly appreciated in the semi-hit Kyaa Super Kool Hai Hum.Sharma was born on 21 November 1987 in Bhagalpur, Bihar, India. Her father Ajeet Sharma, is a businessman turned politician and the MLA for Bhagalpur, representing the Indian National Congress party. Sharma has campaigned for her father in various elections.[6][7] Sharma has three siblings. She confessed being severely asthmatic in childhood and always unwell and weak physically. She also claimed to be completely cured of asthma with the blessing of a family in Hyderabad.[8]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMDI0ZjgzNzEtMjRiZC00OTIwLTg1NmUtNzZkZWIyNjFlNDY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR5,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Sana Khaan,"Sana Khan  is an Indian actress, model and dancer.[3][4] Khan began her career in modelling and went on to appear in advertisements and feature films. She has appeared in Hindi, Malayalam, Tamil, Kannada and Telugu language films, TV commercials, dance performances in films in special appearance, and for a reality television show. She has acted in 14 films across 5 languages and has appeared in over 50 ad films.[3] She was a contestant on the reality show Bigg Boss in 2012 and became a finalist.[5]Sana Khan was born  and raised in Mumbai (Dharavi). Her father is a Malayali Muslim from Kannur, Kerala and her mother, Saeeda, is from Mumbai.[6]In February 2019, Khan confirmed her relationship with choreographer Melvin Louis.[7] They are separated as of February 2020.[8]Khan made her acting debut in the low-budget adult Hindi film Yehi Hai High Society, which was released in March 2005.[9] She subsequently started appearing in television commercials and other ad films.Khan's debut Tamil film Silambattam was produced by Lakshmi Movie Makers,[3] and was released in December 2008.[10] Silambarasan, the film's lead actor, who had previously signed and then dropped her for a role in his film Kettavan, called her again for the female lead role in Silambattam after seeing her ad with Shah Rukh Khan.[6] She said in an interview with The Hindu, ""Silambarasan came to Mumbai looking for a fresh face for his film Silambattam. There he saw me and selected me. I knew I had to work hard to make it big in the Tamil film industry"".[3] Khan regards the film as her first break.[3] She received praise for her portrayal of a talkative, tomboyish brahmin village girl named Janu in the film,[6] and won the 2009 ITFA Best New Actress Award in Singapore.[11][12]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BNTcwODgyNDMtOTQxNS00MTlhLTkxYmMtNDg1OWIzODEzZjgyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR9,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Shazahn Padamsee,"Shazahn Padamsee is an Indian film and stage actress, who has also worked as model. Daughter of noted actors Alyque Padamsee and Sharon Prabhakar, she made her first film appearance in the 2009 Hindi film Rocket Singh: Salesman of the Year. After her début film, she went on to appear in two non-Hindi Indian films, gaining credit from critics for her performance, before featuring in Madhur Bhandarkar's Dil Toh Baccha Hai Ji in a prominent role.After appearances in several stage performances including her father's play Unspoken Dialogues, Sanjay Gaur appeared in several national advertisements, whilst auditioning for roles in Hindi films. After a film with Vivek Vaswani failed to materialise, she successfully auditioned for the part in Yash Raj Films' Rocket Singh: Salesman of the Year opposite Ranbir Kapoor.[1] Shazhan played Sherena in the film, the first customer who treats the titular character with respect during his job as a salesman. Although she played a leading female role, her screen-time was minimal leading to critics claiming that her role had little scope.[2] The film opened to positive reviews, but the lack of publicity became a reason for it becoming a failure commercially at the box office.[3]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BZThmMDBjNzItMWUwNi00MWIzLTlkNTQtMDI1NDNiZjUwZWIxXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR6,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Nimrat Kaur,"Nimrat Kaur (born 13 March 1982) is an Indian actress. She began her career as a print model and went on to act in theater. After brief appearances in a few films, Kaur starred in Anurag Kashyap's production Peddlers, which was screened at the 2012 Cannes Film Festival. She followed it with her breakthrough role in The Lunchbox, a critically acclaimed drama co-starring Irrfan Khan, which was screened at the 2013 Cannes Film Festival.In 2015, Kaur played the recurring role of Inter-Services Intelligence (ISI) agent Tasneem Qureishi in the fourth season of the American television series Homeland. She then costarred with Akshay Kumar in the war thriller Airlift. In 2016, Kaur began portraying Rebecca Yedlin in the second season of the American television series Wayward Pines. She returned for the eighth and final season of Homeland as a series regular in February 2020.Kaur was born into a Sikh family in Pilani, Rajasthan.[1][2][3] Her father was an Indian Army officer, and she has a younger sister, Rubina, who is a psychologist based in Bangalore.[4] Her family lived in Patiala, and she studied at Yadavindra Public School, Patiala. In 1994, her father was abducted and killed by Kashmiri Terrorists.[5] Thereafter, her family moved to Delhi-suburb, Noida, where she grew up and attended Delhi Public School, Noida. Later, she studied at Shri Ram College of Commerce, Delhi University and obtained a B.Com Hons in commerce.[2][6]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMDFhNTQxZDMtZjY1Yy00ZmRlLTlhZTktNDlhMjhkZWY2ZmVkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR6,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Preeti Jhangiani,"Preeti Jhangiani (born 18 August 1980) is an Indian model and actress. She is known for her work in Mohabbatein (2000).Preeti Jhangiani was born into a Sindhi Hindu family.[1]  She first appeared in a Rajshri Productions music album Yeh Hai Prem opposite Abbas. This made them—as well as the koala symbol used in the album—famous. Thereafter, she appeared in Nirma Sandal soap ads and also various other adsHer first film was in Malayalam alongside Malayalam star Kunchacko Boban which was called Mazhavillu. she then acted in two Telugu films, Thammudu opposite Pawan Kalyan and Narasimhanaidu opposite Balakrishna. She made her Bollywood debut in 2000 with Mohabbatein. Her next film was the comedy Awara Paagal Deewana. She also acted in Punjabi films such as Sajna ve Sajna and ""Bikker Bai Sentimental""Her latest release was the Rajasthani film Taawdo The Sunlight (Rajasthani Film) for which she won the Best Actress award at the Rajasthan International Film Festival (RIFF),[2] and won special jury award for best actress in Rajasthan Film Festival 2017, Film was successful at boxoffice,[3] Recently she appeared in The Pushkar Lodge.[4][5]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BZmQ0NjY5YmItMTAwOC00MWVlLThkZTgtYmZhMDg1ZjY2ODMwXkEyXkFqcGdeQXVyNjM5MTI3ODQ@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Radhika Apte,"Radhika Apte (born 7 September 1985) is an Indian theater and film actress.  [2] Born in Vellore, Tamil Nadu, brought up in Pune, Apte began acting in theatre. She made her feature film debut with a brief role in the Hindi fantasy Vaah! Life Ho Toh Aisi! (2005). Apte has since worked in Hindi, Marathi, Tamil, Telugu, Malayalam, Bengali, and English-language films.Apte's first starring role was in the 2009 Bengali social drama Antaheen. She gathered widespread praise for her supporting work in three of her 2015 Bollywood productions including the thriller Badlapur, the comedy Hunterrr, and the biographical film Manjhi - The Mountain Man. Her leading roles in the 2016 independent films Phobia and Parched earned her further acclaim.[3][4][5] In 2018, Apte starred in three Netflix productions—the anthology film Lust Stories, the thriller series Sacred Games,[6] and the horror miniseries Ghoul.[7]  Radhika Apte has been nominated at the International Emmy Award for the Best Actress for her performance in Netflix's Lust Stories.[8]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BYjU3NmM3MDUtNTIwNi00ZmZkLWIzZDQtOWU0ZTZiYzkxZGE0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR21,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Anjana Sukhani,"Anjana Sukhani (born 10 December 1978) is an Indian  film actress and model, who predominantly appears in Bollywood films.Anjana was born in Jaipur to Preethi and Om Sukhani. She has an older brother. She did her Masters from Cardiff Metropolitan University.[3]Anjana Sukhani put her academic pursuits behind to pursue acting. During the early years of her career, she was cast in a television advertisement for Cadbury Dairy Milk chocolates with the Bollywood superstar Amitabh Bachchan.[4] She was also noted for her performance in the remixed Hindi music video for the song Ghar Jayegi. Even though she does not have a film industry related background, she has figured in sizeable roles like in the 2007 multi-starrer blockbuster film Salaam-e-Ishq,[5] following which she starred in Golmaal Returns, a sequel to the 2006 hit film Golmaal. Her other releases were Jai Veeru, Jashnn and her Kannada debut film Maleyali Jotheyali alongside Ganesh and Yuvika Chaudhary. She has been cast in Tollywood actor Ravi Teja's film Don Seenu marking her second film in Telugu after Naa Oopiri (2005). In 2016, Anjana made her debut in Marathi cinema opposite Swapnil Joshi in Laal Ishq[6], a Sanjay Leela Bhansali Production directed by Swapna Waghmare Joshi.[7]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BNzllMDk2OTQtYWQxYS00MDQwLWE5NmMtMmQ3NTMxMzNkMGM1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Mugdha Godse,"Mugdha Veira Godse[2]  is an Indian actress and model who appears in Bollywood films. A former model, Godse was a semi-finalist at the Femina Miss India 2004 competition. She made her acting debut in Madhur Bhandarkar's 2008 film, Fashion. She was one of the judges in a Marathi reality show, Marathi Paul Padte Pudhe. She also acted in Tamil film Thani OruvanGodse was born in 1986 in a small middle-class family in Pune, She did her schooling from Marathi medium school named Nutan Marathi Vidyalaya, Sadashiv Peth, Maharashtra.[3] Godse completed her Bachelor of Commerce degree from Marathwada Mitra Mandal College of Commerce in Pune.[4] During her early days, Godse sold oil and only earned Rs.100 a day.[5] She then started working out in the gym and participated in local beauty contests. In 2002, she participated and won the Gladrags Mega Model Hunt. In 2004, Godse took part in the biggest modeling contest in India, the Femina Miss India contest. She reached the semi-finals and won the Miss Perfect Ten title. She then moved to Mumbai and started modeling.[5]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BNDFiMmEzMWUtOGFmZi00ZTMxLTkxYWUtNjFlZDUyODlhZjNlXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Shruti Haasan,"Shruti Haasan (born 28 January 1986) is an Indian film actress and singer who works predominantly in Tamil, Telugu, and Hindi language films. Born in the Haasan family, she is the daughter of actors Kamal Haasan and Sarika Thakur. She is the recipient of several awards, including three  Filmfare Awards South, and has established herself as one of the leading actresses of South Indian cinema.As a child artist, Haasan sang in films and appeared in a guest role in her father's directorial Hey Ram (2000), before making her adult acting debut in the 2009 Bollywood film Luck. She achieved recognition with leading roles in the Telugu romantic comedy Oh My Friend (2011), the Telugu fantasy film Anaganaga O Dheerudu (2011), and the Tamil science fiction thriller 7aum Arivu (2011). Her roles in the latter two earned her the Filmfare Award for Best Female Debut – South. Haasan went on to establish herself in South Indian cinema with several commercially successful films, including Gabbar Singh (2012), Vedalam (2015), Srimanthudu (2015), and Si3 (2017). She won the Filmfare Award for Best Actress – Telugu for the action comedy Race Gurram (2014). Haasan's Hindi film roles include the critically acclaimed crime film D-Day (2013), Ramaiya Vastavaiya (2013), the action film Gabbar Is Back (2015), and the comedy Welcome Back (2015)."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BZTkxYmU1NmUtNGE4Ni00OWNmLWE5YzktNTJiZTlmMTIyMTM5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR1,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Anushka Shetty,"Sweety Shetty (born 7 November 1981), known by her stage name Anushka Shetty, is an Indian actress and model who predominantly works in the Telugu and Tamil film industries. She has received several accolades, including three CineMAA Awards, a Nandi Award, TN State Film Awards and three Filmfare Awards from eight nominations. Anushka is one of the highest paid actresses of India[4] and is popularly referred as Lady Superstar of south Indian cinema.[5][6][7][8][9][10][11]She made her acting debut with the 2005 Telugu film Super, which garnered her a Filmfare Best Supporting Actress – Telugu nomination. The following year, she starred in S. S. Rajamouli's Vikramarkudu, which went to become a major commercial success. Her further releases Lakshyam (2007) and Souryam (2008), and Chintakayala Ravi (2008) were also box office successes. In 2009, Shetty played dual roles in the dark fantasy Arundhati, which garnered her critical acclaim and several awards, including her first Filmfare Award for Best Actress – Telugu, Nandi Award, Cinemaa Award for Best Actress. The following year, Shetty's portrayal of a prostitute in the acclaimed drama Vedam won her a second consecutive Best Actress Award from Filmfare and CineMaa Award.[12] Following the success of a series of films, she established herself as one of the leading actresses of Telugu cinema.[13]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BNTkxOTJmMTktZTc1Yy00ZGU3LTkzNGUtYTE1ZGI4M2I5MjQ1XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR5,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Tamannaah Bhatia,"Tamanna Bhatia (born 21 December 1989[6]), known professionally as Tamannaah, is an Indian actress[7] who predominantly appears in Tamil and Telugu  films. She has also appeared in several Hindi films. In addition to acting, she also participates in stage shows and is a prominent celebrity endorser for brands and products.In 2005, she made her acting debut at the age of 15 in the Bollywood film, Chand Sa Roshan Chehra and appeared in the Abhijeet Sawant album song ""Lafzon main"" from the album Aapka Abhijeet, which was also released in 2005, before working in Telugu cinema and Tamil cinema. In the same year, Tamannaah made her Telugu film debut in Sri, and the next year she appeared in her first Tamil movie, Kedi. In 2007, she starred in two college-life-based drama films, Happy Days in Telugu and Kalloori in Tamil.Her projects include the successful Tamil films Ayan (2009), Paiyaa (2010), Siruthai (2011), Veeram (2014), Dharma Durai (2016), Devi (2016), Sketch (2018) and her Telugu films include 100% Love (2011), Racha (2012), Thadaka (2013), Baahubali: The Beginning (2015), Bengal Tiger (2015), Oopiri (2016), Baahubali 2: The Conclusion (2017), F2 – Fun and Frustration (2019),  and  Sye Raa Narasimha Reddy (2019). She thus established herself as one of the leading contemporary actresses in Tamil cinema and Telugu cinema. She is one of the highest paid actresses in South Indian cinema. She has acted nearly 65 films in three different languages."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTUxNTA3ODQwNl5BMl5BanBnXkFtZTgwODAxMTIzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Samantha Ruth Prabhu,"Samantha Akkineni[6][7] (née Ruth Prabhu; born on 28 April 1987) is an Indian actress who has established a career in the Telugu and Tamil film industries, and is a recipient of several awards including four Filmfare Awards. She has emerged as a leading actress in the South Indian film industry.While pursuing a degree in commerce, Akkineni worked part-time on modelling assignments. She soon received offers for film roles, and made her acting debut in Gautham Menon's critically acclaimed Telugu romance film, Ye Maaya Chesave (2010), which fetched her the Filmfare Award for Best Debut Actress and a Nandi Award.[8][9][10] Samantha then became the second actress ever to win both the Filmfare Award for Best Tamil Actress and the Filmfare Award for Best Telugu Actress in the same year, for her performances in the films Neethaane En Ponvasantham (2012) and Eega (2012). Since then, she has primarily opted to appear in the leading female role in hero-centric Telugu and Tamil films, earning box office success with films including Dookudu (2011), the family dramas Seethamma Vakitlo Sirimalle Chettu (2012) and Attarintiki Daredi (2013) and AR Murugadoss's Tamil action film, Kaththi (2014). Her work in the film A Aa (2016) also won positive reviews and won Samantha her fourth Filmfare Award, while her next films Theri (2016), 24 (2016), Mersal (2017), and Rangasthalam (2018) also were commercially successful."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BNzI4NDQyMjU2MF5BMl5BanBnXkFtZTgwMzc4ODEzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Kalki Koechlin,"Kalki Koechlin (/ˈkʌlki keɪˈklæ̃/ (listen); born 10 January 1984) is an actress and writer. Although a French citizen, she has lived most of her life in India. Known for her unconventional body of work in the Hindi film industry, she is the recipient of such accolades as a National Film Award, a Filmfare, and two Screen Awards.Born in Pondicherry, India, to French parents, Koechlin was drawn to theatre from a young age. She studied drama at Goldsmiths, University of London, and worked simultaneously with a local theatre company. After returning to India, she made her screen debut as Chanda in the drama Dev.D in 2009–and won a Filmfare Award for Best Supporting Actress. Subsequently, she starred in two of the highest-grossing films of their respective release years–the comedy dramas Zindagi Na Milegi Dobara (2011) and Yeh Jawaani Hai Deewani (2013), both of which garnered her Best Supporting Actress nominations at the Filmfare Awards. Koechlin expanded her career into screenwriting with the 2011 crime thriller That Girl in Yellow Boots, in which she also played the lead role."
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTYwNDUyODQ1OV5BMl5BanBnXkFtZTgwOTQ0NTg4MTI@._V1_UY209_CR87,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Priyanka Bose,"Priyanka Bose is an Indian film actress and model.[1] Active on stage and in films, she is best known for her role in the award-winning Italian film  Gangor among others. Priyanka started her film career with small roles in Love Sex aur Dhokha, Sorry Bhai!, Johnny Gaddar and Guzaarish. Her first film in a lead role was Gangor by the Italian director, Italo Spinelli in 2010. She gained recognition as an actress with her power-packed performance as a tribal woman in the film and went on to win the best actress award at the New Jersey Independent South Asian Film Festival.[2]Priyanka starred as the lead actress in the 2010 film Gangor directed by Italo Spinelli. Adapted from Choli Ke Peeche, a short story by the acclaimed Indian writer Mahasweta Devi, Gangor won several awards at the New Jersey Independent South Asian Film Festival, including Best Actress for Bose.In 2013, Priyanka appeared in the advertisement for Tanishq, a jewellery retail brand, as a girl who has a daughter and remarries that drew much attention to her.[3][4] The ad that was hailed as ""path-breaking"", ""courageous"" and ""unique"" became a talking point on Twitter and Facebook and had more than three lakh hits on YouTube.[5]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BOTU3OTc2MjktMmI5Yy00NGFlLTg0NDYtNTVmNDUwOTkxZTRiL2ltYWdlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Mahira Khan,"Mahira Hafeez Khan (pronounced [maɦiːraː hafiːz xan]; born 21 December 1984) is a Pakistani actress. Khan is best known for portraying the role of Khirad Ehsan in Momina Duraid's Humsafar for which she received numerous accolades including Lux Style Awards for Best Television Actress.Born in Karachi, Khan started her career as a VJ in 2006. She made her screen debut opposite Atif Aslam in the romance Bol (2011), which earned a Lux Style Award for Best Actress (film) nomination. She had a starring role in Humsafar which earned her a Lux Style Award for Satellite Best TV Actress and Hum Award for Best Onscreen Couple.Khan was born in Karachi, Pakistan on December 21, 1984 to parents who are Urdu-speaking Pathans.[1][2][3] Her father, Hafeez Khan, was born in Delhi during the British Raj, and migrated to Pakistan after the partition of India.[3][4]Khan attended Foundation Public School from where she completed her O-Levels.[5] At the age of 17, she moved to California for higher education, where she attended Santa Monica College. She then enrolled in the University of Southern California for her bachelor's degree.[4] However, she did not complete her undergraduate degree and returned to Pakistan in 2008.[2] During her studies in the United States, she was a cashier at a Rite Aid store in Los Angeles.[5][6]"
"<img src=""<img src=""https://m.media-amazon.com/images/M/MV5BMTM2Mzc1MDYxOV5BMl5BanBnXkFtZTcwMzc1MDQ4Nw@@._V1_UY209_CR9,0,140,209_AL_.jpg"" width=""60"" >"" width=""60"" >",Sunny Leone,"Karenjit Kaur Vohra (born May 13, 1981), known by her stage name Sunny Leone (/liˈoʊni/), is a former pornographic actress currently active in the Indian film industry as an actress and model.[4][5] She has American and Canadian citizenship. She has also used the stage name Karen Malhotra.[6][7] She was named Penthouse Pet of the Year in 2003, was a contract performer for Vivid Entertainment, and was named by Maxim as one of the 12 top porn stars in 2010.She has played roles in independent mainstream events, films, and television series. Her first mainstream appearance was in 2005, when she worked as a red carpet reporter for the MTV Video Music Awards on MTV India. In 2011, she participated in the Indian reality television series Bigg Boss. She also has hosted the Indian reality show Splitsvilla.In 2012, she made her Bollywood debut in Pooja Bhatt's erotic thriller Jism 2 (2012) and shifted her focus to mainstream acting which was followed up with Jackpot (2013), Ragini MMS 2 (2014), Ek Paheli Leela (2015) and Tera Intezaar (2017)."
